Date,Time,Job ID,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Number,Tool Wear (%),Part Status,Defect Type,Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Operator ID,Machine Status
2025-05-07,19:43:43,J1107,45,473,89.94,3781,300,10,42.5,OK,None,4.66,35,0.83,OP2,Running
2025-05-07,19:44:12,J1107,130,474,75.46,3209,694,6,45.0,OK,None,0.63,50,1.04,OP2,Running
2025-05-07,19:44:54,J1107,145,475,84.13,3983,327,2,47.5,OK,None,1.76,41,1.95,OP2,Running
2025-05-07,19:45:11,J1108,146,475,77.4,6780,596,3,50.0,None,None,0.84,42,1.07,OP3,Idle
2025-05-07,19:46:11,J1108,76,476,84.8,7273,327,1,52.5,OK,None,0.7,39,0.32,OP2,Running
2025-05-07,19:46:49,J1108,52,477,85.44,3929,965,3,55.0,OK,None,1.24,54,1.01,OP3,Running
2025-05-07,19:47:15,J1108,118,478,88.33,5239,1029,1,57.5,OK,None,1.44,50,0.28,OP1,Running
2025-05-07,19:47:58,J1108,148,479,72.02,3776,731,6,60.0,OK,None,3.4,55,0.96,OP1,Running
2025-05-07,19:48:37,J1109,84,480,69.6,7234,1108,5,62.5,OK,None,4.13,64,0.55,OP2,Running
2025-05-07,19:49:16,J1109,86,481,71.7,5149,481,10,65.0,OK,None,2.03,50,1.63,OP1,Running
2025-05-07,19:50:01,J1109,137,482,92.15,6652,895,1,67.5,OK,None,3.59,37,0.42,OP2,Running
2025-05-07,19:50:34,J1109,93,483,69.36,6521,1121,9,70.0,OK,None,0.88,54,0.89,OP2,Running
2025-05-07,19:50:57,J1109,108,484,82.75,4615,984,9,72.5,OK,None,0.76,62,1.34,OP1,Running
2025-05-07,19:51:32,J1110,87,485,79.69,4689,492,6,75.0,OK,None,1.18,46,1.39,OP1,Running
2025-05-07,19:52:08,J1110,110,486,70.88,6331,366,9,77.5,OK,None,3.22,60,1.19,OP3,Running
2025-05-07,19:52:49,J1110,70,487,90.74,4091,1025,3,80.0,OK,None,3.38,59,0.29,OP3,Running
2025-05-07,19:53:48,J1110,64,488,77.52,5473,741,6,82.5,OK,None,4.32,60,0.44,OP2,Running
2025-05-07,19:54:27,J1110,134,488,88.91,3610,819,9,85.0,None,None,0.51,44,1.47,OP2,Idle
2025-05-07,19:54:40,J1111,156,489,93.14,7162,1147,6,87.5,OK,None,0.62,56,1.41,OP1,Running
2025-05-07,19:55:42,J1111,157,490,70.72,3374,417,8,90.0,OK,None,0.63,43,2.12,OP2,Running
2025-05-07,19:56:17,J1111,108,491,81.7,4984,874,1,92.5,OK,None,2.1,43,1.39,OP3,Running
2025-05-07,19:56:51,J1111,49,492,78.63,6750,696,7,95.0,OK,None,3.11,63,1.21,OP3,Running
2025-05-07,19:57:24,J1111,58,493,86.6,7258,830,5,97.5,OK,None,4.36,51,1.69,OP2,Running
2025-05-07,19:57:51,J1112,105,494,79.04,4046,471,6,0.0,OK,None,4.04,51,1.99,OP3,Running
2025-05-08,18:00:11,J1112,152,495,67.95,4105,1068,7,2.5,OK,None,3.52,40,1.22,OP2,Running
2025-05-08,18:00:59,J1112,99,496,85.7,3210,1127,3,5.0,OK,None,4.27,58,1.77,OP3,Running
2025-05-08,18:01:26,J1112,122,497,94.29,5118,551,4,7.5,OK,None,3.57,44,1.18,OP1,Running
2025-05-08,18:02:22,J1112,147,497,93.13,3454,679,3,10.0,None,None,0.55,48,2.07,OP2,Idle
2025-05-08,18:02:46,J1113,93,498,81.19,5505,840,5,12.5,OK,None,2.41,41,2.21,OP1,Running
2025-05-08,18:03:21,J1113,48,499,89.24,3235,876,5,15.0,OK,None,2.17,40,1.75,OP1,Running
2025-05-08,18:03:53,J1113,111,500,88.98,6723,599,6,17.5,OK,None,3.82,59,1.71,OP2,Running
2025-05-08,18:04:28,J1113,142,500,66.5,7298,350,4,20.0,None,None,3.58,44,0.7,OP1,Breakdown
2025-05-08,18:05:07,J1113,97,501,73.93,3645,979,2,22.5,OK,None,4.59,35,2.06,OP1,Running
2025-05-08,18:05:59,J1114,151,502,91.26,5382,632,2,25.0,OK,None,4.36,59,0.95,OP2,Running
2025-05-08,18:06:46,J1114,57,502,93.53,4268,948,2,27.5,None,None,1.66,56,1.84,OP2,Breakdown
2025-05-08,18:07:02,J1114,110,502,88.7,6542,754,9,30.0,None,None,1.77,49,0.54,OP2,Breakdown
2025-05-08,18:08:04,J1114,54,503,65.45,6881,417,2,32.5,OK,None,4.89,59,2.38,OP2,Running
2025-05-08,18:08:39,J1114,54,503,90.97,3263,931,6,35.0,None,None,3.96,59,1.44,OP3,Idle
2025-05-08,18:09:06,J1115,110,504,81.06,5897,921,6,37.5,NG,Burr,0.66,54,2.22,OP3,Running
2025-05-08,18:09:48,J1115,145,505,88.23,7034,1055,4,40.0,OK,None,4.5,50,2.22,OP1,Running
2025-05-08,18:10:36,J1115,67,506,86.83,4289,706,5,42.5,OK,None,1.0,60,1.61,OP2,Running
2025-05-08,18:10:51,J1115,79,507,86.84,6571,873,1,45.0,OK,None,4.53,54,0.91,OP1,Running
2025-05-08,18:11:35,J1115,87,507,79.22,6450,925,8,47.5,None,None,0.82,53,0.23,OP1,Breakdown
2025-05-08,18:12:27,J1116,61,508,92.65,5927,396,1,50.0,OK,None,3.24,50,1.3,OP2,Running
2025-05-08,18:13:05,J1116,45,509,69.96,4123,1054,10,52.5,OK,None,2.94,49,2.14,OP2,Running
2025-05-08,18:13:25,J1116,62,510,89.4,7040,503,3,55.0,OK,None,2.03,53,2.4,OP3,Running
2025-05-08,18:14:26,J1116,61,511,79.22,4224,315,1,57.5,NG,Undercut,3.37,55,1.67,OP1,Running
2025-05-08,18:14:58,J1116,86,511,73.03,5695,599,8,60.0,None,None,3.26,37,0.37,OP1,Breakdown
2025-05-08,18:15:18,J1117,122,512,75.31,5686,534,9,62.5,OK,None,4.76,63,1.91,OP1,Running
2025-05-08,18:16:06,J1117,114,513,84.4,4843,1152,3,65.0,OK,None,1.64,53,1.33,OP1,Running
2025-05-08,18:16:58,J1117,129,514,70.58,6481,1194,7,67.5,OK,None,4.59,60,1.26,OP1,Running
2025-05-08,18:17:26,J1117,142,514,89.16,3252,431,6,70.0,None,None,4.53,51,2.26,OP1,Breakdown
2025-05-08,18:17:44,J1117,78,515,73.17,3199,391,9,72.5,OK,None,3.33,37,1.76,OP2,Running
2025-05-08,18:18:34,J1118,88,516,91.4,5312,830,3,75.0,OK,None,2.47,43,1.65,OP2,Running
2025-05-08,18:19:08,J1118,102,517,82.66,4290,319,7,77.5,NG,Burr,1.49,58,1.42,OP1,Running
2025-05-08,18:19:56,J1118,99,518,91.15,6946,779,1,80.0,OK,None,3.25,61,0.21,OP2,Running
2025-05-08,18:20:16,J1118,90,519,67.02,5090,460,7,82.5,OK,None,3.64,53,0.95,OP1,Running
2025-05-08,18:20:54,J1118,106,520,94.98,6226,953,7,85.0,OK,None,3.9,36,1.86,OP3,Running
2025-05-08,18:21:33,J1119,57,521,77.83,5249,1004,7,87.5,OK,None,3.02,43,1.68,OP2,Running
2025-05-08,18:22:10,J1119,58,521,87.61,4749,379,9,90.0,None,None,2.15,49,1.9,OP1,Idle
2025-05-08,18:22:52,J1119,77,522,75.03,4320,414,7,92.5,OK,None,2.53,35,1.53,OP1,Running
2025-05-08,18:23:28,J1119,158,523,84.25,3516,1038,7,95.0,OK,None,3.9,46,1.8,OP2,Running
2025-05-08,18:24:18,J1119,47,524,80.39,6763,382,3,97.5,OK,None,2.53,59,0.92,OP3,Running
2025-05-08,18:25:08,J1120,144,525,69.31,4052,854,4,0.0,OK,None,4.44,49,1.85,OP2,Running
2025-05-08,18:25:45,J1120,106,526,88.48,5297,974,3,2.5,OK,None,0.66,40,0.95,OP2,Running
2025-05-08,18:26:15,J1120,117,527,72.99,5209,966,8,5.0,OK,None,2.69,37,1.77,OP3,Running
2025-05-08,18:26:38,J1120,88,527,67.14,6131,1060,10,7.5,None,None,0.7,58,0.91,OP3,Breakdown
2025-05-08,18:27:18,J1120,52,527,81.28,3111,595,3,10.0,None,None,2.35,36,2.47,OP2,Breakdown
2025-05-08,18:28:15,J1121,100,528,76.07,3232,1175,8,12.5,OK,None,3.07,44,0.83,OP3,Running
2025-05-08,18:28:34,J1121,65,529,76.34,3334,714,6,15.0,OK,None,0.74,57,1.6,OP3,Running
2025-05-08,18:29:23,J1121,155,530,65.62,3530,730,3,17.5,OK,None,3.43,39,0.28,OP3,Running
2025-05-08,18:29:49,J1121,117,531,82.01,5759,757,10,20.0,OK,None,3.86,35,2.34,OP2,Running
2025-05-08,18:30:35,J1121,105,532,77.59,5197,940,5,22.5,OK,None,2.1,60,1.72,OP2,Running
2025-05-08,18:31:26,J1122,135,533,70.66,3920,666,5,25.0,OK,None,3.69,44,1.45,OP2,Running
2025-05-08,18:32:05,J1122,69,534,69.95,4511,651,2,27.5,OK,None,3.18,57,1.6,OP3,Running
2025-05-08,18:32:42,J1122,158,535,69.98,6030,972,1,30.0,OK,None,3.52,39,2.05,OP3,Running
2025-05-08,18:32:58,J1122,46,536,85.26,7230,491,8,32.5,OK,None,2.92,60,2.06,OP3,Running
2025-05-08,18:34:02,J1122,71,537,94.76,6498,1119,8,35.0,OK,None,1.35,55,0.98,OP2,Running
2025-05-08,18:34:36,J1123,70,538,69.4,3129,1136,7,37.5,OK,None,2.31,48,2.07,OP1,Running
2025-05-08,18:35:09,J1123,144,539,73.33,4543,702,8,40.0,OK,None,3.92,44,0.52,OP1,Running
2025-05-08,18:35:38,J1123,119,540,73.48,7485,393,8,42.5,NG,Misalignment,2.8,60,2.15,OP2,Running
2025-05-08,18:36:31,J1123,129,541,86.61,7004,976,5,45.0,OK,None,4.59,62,1.51,OP3,Running
2025-05-08,18:36:51,J1123,155,542,81.61,4737,441,5,47.5,OK,None,4.69,49,1.25,OP1,Running
2025-05-08,18:37:34,J1124,62,543,85.89,4335,903,5,50.0,NG,Misalignment,3.39,40,1.31,OP1,Running
2025-05-08,18:38:02,J1124,114,544,85.87,4374,1032,7,52.5,OK,None,2.75,41,2.03,OP3,Running
2025-05-08,18:39:07,J1124,126,545,88.2,3313,850,4,55.0,OK,None,0.58,38,1.13,OP1,Running
2025-05-08,18:39:40,J1124,157,546,89.23,3407,1046,10,57.5,OK,None,2.91,61,1.22,OP2,Running
2025-05-08,18:40:03,J1124,72,547,80.16,3000,891,1,60.0,OK,None,1.98,37,2.09,OP2,Running
2025-05-08,18:40:48,J1125,89,548,76.52,4295,1111,8,62.5,OK,None,4.77,55,1.19,OP3,Running
2025-05-08,18:41:27,J1125,135,549,79.89,6256,1132,6,65.0,OK,None,1.52,48,1.67,OP3,Running
2025-05-08,18:42:14,J1125,110,549,78.96,3816,1084,8,67.5,None,None,0.86,42,0.9,OP3,Breakdown
2025-05-08,18:42:29,J1125,96,550,91.91,4163,453,2,70.0,NG,Burr,4.51,37,1.52,OP1,Running
2025-05-08,18:43:05,J1125,92,551,80.13,4958,1176,3,72.5,OK,None,1.61,54,2.24,OP2,Running
2025-05-08,18:44:07,J1126,147,552,74.46,3187,513,9,75.0,OK,None,4.39,64,2.09,OP1,Running
2025-05-08,18:44:49,J1126,72,553,83.75,6173,839,1,77.5,OK,None,0.97,63,2.45,OP3,Running
2025-05-08,18:45:06,J1126,70,554,81.75,5355,915,4,80.0,OK,None,2.34,62,1.0,OP1,Running
2025-05-08,18:46:01,J1126,57,555,89.29,6300,877,9,82.5,OK,None,4.05,52,1.46,OP3,Running
2025-05-08,18:46:38,J1126,58,556,65.63,6816,479,1,85.0,OK,None,1.92,64,2.47,OP3,Running
2025-05-08,18:46:53,J1127,60,557,89.64,4291,520,7,87.5,OK,None,2.84,47,1.96,OP1,Running
2025-05-08,18:47:43,J1127,89,558,68.39,3676,988,2,90.0,OK,None,2.03,42,1.62,OP2,Running
2025-05-08,18:48:32,J1127,79,559,80.94,5298,572,10,92.5,OK,None,1.2,59,1.2,OP3,Running
2025-05-08,18:49:13,J1127,133,560,86.34,3471,742,8,95.0,OK,None,3.13,39,0.71,OP3,Running
2025-05-08,18:49:46,J1127,80,561,80.9,6749,314,7,97.5,OK,None,3.1,46,1.15,OP2,Running
2025-05-08,18:50:02,J1128,89,562,84.23,5894,771,4,0.0,OK,None,2.13,54,0.9,OP1,Running
2025-05-08,18:51:04,J1128,58,563,67.67,4240,1187,10,2.5,OK,None,4.56,45,1.35,OP3,Running
2025-05-08,18:51:42,J1128,127,563,70.82,6927,1084,2,5.0,None,None,4.72,62,1.82,OP2,Breakdown
2025-05-08,18:52:26,J1128,73,564,78.6,7391,1036,1,7.5,OK,None,2.57,60,1.82,OP3,Running
2025-05-08,18:52:58,J1128,72,565,82.13,6867,999,6,10.0,OK,None,4.89,35,1.46,OP2,Running
2025-05-08,18:53:21,J1129,81,566,68.94,5410,588,7,12.5,OK,None,2.05,39,1.59,OP3,Running
2025-05-08,18:53:53,J1129,95,567,76.46,5431,757,7,15.0,OK,None,3.85,57,0.79,OP1,Running
2025-05-08,18:54:49,J1129,101,568,69.49,3207,1082,8,17.5,OK,None,4.97,47,2.06,OP2,Running
2025-05-08,18:55:21,J1129,69,569,66.2,6306,1100,6,20.0,OK,None,3.34,60,2.14,OP2,Running
2025-05-08,18:56:14,J1129,129,570,94.45,3730,1079,1,22.5,OK,None,2.84,60,1.61,OP1,Running
2025-05-08,18:56:25,J1130,135,571,71.1,4173,343,8,25.0,OK,None,4.62,59,1.5,OP2,Running
2025-05-08,18:57:12,J1130,148,572,74.71,7317,632,6,27.5,OK,None,4.44,41,1.37,OP1,Running
2025-05-08,18:57:42,J1130,76,573,77.41,5215,629,3,30.0,OK,None,1.86,50,1.52,OP2,Running
2025-05-08,18:58:25,J1130,110,574,93.62,5341,585,8,32.5,OK,None,4.63,46,1.71,OP2,Running
2025-05-08,18:58:56,J1130,152,575,82.14,4970,1002,5,35.0,OK,None,1.7,47,0.43,OP1,Running
2025-05-08,18:59:50,J1131,59,576,82.28,6687,887,1,37.5,OK,None,0.54,58,0.26,OP1,Running
2025-05-08,19:00:23,J1131,71,576,83.8,7284,508,3,40.0,None,None,4.1,47,2.45,OP1,Breakdown
2025-05-08,19:00:59,J1131,92,577,76.71,6100,1064,4,42.5,OK,None,3.03,41,2.49,OP2,Running
2025-05-08,19:01:46,J1131,133,578,78.54,5185,823,5,45.0,OK,None,2.89,63,0.54,OP1,Running
2025-05-08,19:02:16,J1131,108,579,82.62,5638,1099,2,47.5,OK,None,0.81,53,0.84,OP2,Running
2025-05-08,19:02:53,J1132,113,580,77.35,6907,1127,3,50.0,OK,None,1.59,61,0.57,OP2,Running
2025-05-08,19:03:38,J1132,74,581,73.87,3244,469,5,52.5,OK,None,1.87,44,0.99,OP3,Running
2025-05-08,19:04:03,J1132,93,582,68.23,3638,803,10,55.0,OK,None,1.26,59,2.09,OP3,Running
2025-05-08,19:05:02,J1132,140,583,73.54,5204,521,10,57.5,OK,None,1.61,43,1.32,OP1,Running
2025-05-08,19:05:30,J1132,54,584,69.04,6984,962,6,60.0,OK,None,2.53,36,1.02,OP1,Running
2025-05-08,19:05:52,J1133,124,585,82.84,7131,717,2,62.5,OK,None,1.38,53,0.49,OP3,Running
2025-05-08,19:06:34,J1133,102,586,93.96,3159,1029,7,65.0,OK,None,2.24,55,0.66,OP2,Running
2025-05-08,19:07:20,J1133,134,587,84.21,7173,486,8,67.5,OK,None,4.95,50,2.15,OP3,Running
2025-05-08,19:08:07,J1133,80,588,79.75,3931,467,2,70.0,OK,None,1.16,45,0.86,OP2,Running
2025-05-08,19:08:31,J1133,71,589,72.71,6597,917,10,72.5,OK,None,4.79,43,2.03,OP1,Running
2025-05-08,19:09:22,J1134,50,590,94.67,5116,1164,10,75.0,OK,None,2.86,41,1.63,OP1,Running
2025-05-08,19:10:03,J1134,55,591,75.93,5992,319,3,77.5,OK,None,1.32,43,2.29,OP3,Running
2025-05-08,19:10:33,J1134,52,592,82.3,5875,380,3,80.0,OK,None,3.29,43,0.6,OP1,Running
2025-05-08,19:11:07,J1134,57,593,70.18,4611,1135,5,82.5,OK,None,2.57,37,1.85,OP3,Running
2025-05-08,19:12:04,J1134,81,594,92.55,3404,1004,7,85.0,OK,None,4.37,38,0.92,OP2,Running
2025-05-08,19:12:25,J1135,158,595,92.88,6450,301,4,87.5,OK,None,3.32,42,1.54,OP1,Running
2025-05-08,19:13:07,J1135,108,596,90.11,4806,559,3,90.0,NG,Misalignment,4.59,37,0.47,OP3,Running
2025-05-08,19:13:37,J1135,158,597,75.76,5167,446,8,92.5,OK,None,2.99,54,2.03,OP1,Running
2025-05-08,19:14:12,J1135,61,598,83.41,5037,413,2,95.0,OK,None,2.13,37,2.15,OP1,Running
2025-05-08,19:15:06,J1135,90,599,90.88,4964,958,9,97.5,OK,None,0.73,60,1.23,OP3,Running
2025-05-08,19:15:22,J1136,103,600,94.5,5910,727,1,0.0,OK,None,0.94,37,0.61,OP1,Running
2025-05-08,19:16:12,J1136,108,600,77.63,4413,820,10,2.5,None,None,2.89,38,0.41,OP2,Breakdown
2025-05-08,19:16:56,J1136,82,601,70.45,6983,581,5,5.0,OK,None,4.68,36,1.97,OP3,Running
2025-05-08,19:17:43,J1136,59,602,77.63,5888,465,1,7.5,NG,Undercut,2.74,39,0.76,OP1,Running
2025-05-08,19:18:03,J1136,114,603,75.64,5762,443,5,10.0,OK,None,0.52,41,0.4,OP2,Running
2025-05-08,19:18:54,J1137,54,604,91.28,3240,1182,5,12.5,OK,None,1.52,43,0.56,OP2,Running
2025-05-08,19:19:17,J1137,82,605,82.0,4039,941,3,15.0,OK,None,4.85,55,1.62,OP3,Running
2025-05-08,19:19:50,J1137,74,606,69.87,5628,709,5,17.5,NG,Undercut,4.72,37,2.48,OP3,Running
2025-05-08,19:20:36,J1137,101,607,71.12,7134,1191,2,20.0,OK,None,1.45,59,1.2,OP2,Running
2025-05-08,19:21:22,J1137,145,608,69.54,6347,990,7,22.5,OK,None,4.26,42,1.18,OP1,Running
2025-05-08,19:21:48,J1138,139,609,94.14,5977,676,5,25.0,OK,None,2.18,44,2.04,OP1,Running
2025-05-08,19:22:23,J1138,83,610,78.94,4738,464,3,27.5,OK,None,4.04,54,0.9,OP2,Running
2025-05-08,19:23:01,J1138,125,611,72.47,4431,1180,3,30.0,OK,None,0.75,38,2.28,OP2,Running
2025-05-08,19:23:49,J1138,143,612,86.41,6595,1126,4,32.5,OK,None,0.61,54,0.25,OP3,Running
2025-05-08,19:24:17,J1138,101,613,82.35,4670,1104,7,35.0,OK,None,3.04,61,1.6,OP1,Running
2025-05-08,19:25:21,J1139,100,614,90.91,5096,379,10,37.5,OK,None,2.49,46,0.54,OP2,Running
2025-05-08,19:25:30,J1139,151,614,70.08,7164,324,2,40.0,None,None,2.65,36,0.29,OP1,Idle
2025-05-08,19:26:11,J1139,102,615,77.25,5690,1164,4,42.5,OK,None,2.27,51,1.23,OP2,Running
2025-05-08,19:27:06,J1139,56,616,71.51,6159,1101,4,45.0,OK,None,2.29,50,1.09,OP2,Running
2025-05-08,19:27:43,J1139,82,617,93.08,3988,804,2,47.5,OK,None,4.63,63,0.61,OP1,Running
2025-05-08,19:28:26,J1140,79,617,90.35,3785,1090,7,50.0,None,None,0.95,60,1.19,OP2,Idle
2025-05-08,19:28:45,J1140,99,618,82.34,6239,1131,2,52.5,OK,None,3.87,52,2.09,OP2,Running
2025-05-08,19:29:47,J1140,136,619,66.7,7322,602,3,55.0,OK,None,3.91,53,1.96,OP2,Running
2025-05-08,19:29:59,J1140,92,620,70.66,3264,1077,4,57.5,OK,None,4.42,58,0.66,OP3,Running
2025-05-08,19:30:48,J1140,61,621,94.82,6566,835,5,60.0,OK,None,3.91,51,0.9,OP1,Running
2025-05-08,19:31:40,J1141,143,622,86.1,4836,1150,7,62.5,OK,None,1.67,52,2.25,OP1,Running
2025-05-08,19:32:17,J1141,69,622,68.75,4372,760,10,65.0,None,None,0.77,45,1.02,OP3,Idle
2025-05-08,19:32:50,J1141,79,623,73.16,3394,696,5,67.5,OK,None,0.73,43,1.83,OP1,Running
2025-05-08,19:33:25,J1141,126,624,69.28,4973,1193,7,70.0,OK,None,1.14,53,0.54,OP3,Running
2025-05-08,19:34:07,J1141,136,625,86.89,5291,930,4,72.5,OK,None,0.51,55,0.33,OP3,Running
2025-05-08,19:34:51,J1142,142,626,85.66,3524,709,6,75.0,OK,None,4.7,39,0.2,OP1,Running
2025-05-08,19:35:13,J1142,92,626,69.43,6661,1000,2,77.5,None,None,0.78,38,2.32,OP3,Idle
2025-05-08,19:36:01,J1142,87,627,81.65,3765,471,1,80.0,NG,Misalignment,4.7,40,1.3,OP3,Running
2025-05-08,19:36:42,J1142,91,628,69.72,4256,619,9,82.5,OK,None,3.03,52,0.71,OP3,Running
2025-05-08,19:37:10,J1142,155,629,91.31,6248,584,2,85.0,OK,None,4.25,45,2.19,OP1,Running
2025-05-08,19:37:34,J1143,140,629,69.33,4059,548,8,87.5,None,None,0.65,60,1.25,OP2,Breakdown
2025-05-08,19:38:23,J1143,154,630,92.47,6706,566,9,90.0,OK,None,4.25,62,1.23,OP1,Running
2025-05-08,19:39:08,J1143,80,630,65.58,4089,1131,7,92.5,None,None,1.07,59,2.11,OP3,Idle
2025-05-08,19:39:34,J1143,156,631,72.3,3893,449,9,95.0,OK,None,3.84,50,1.38,OP3,Running
2025-05-08,19:40:27,J1143,45,632,87.28,5276,919,8,97.5,OK,None,4.51,40,0.57,OP3,Running
2025-05-08,19:41:04,J1144,100,633,79.45,3351,1120,2,0.0,OK,None,2.15,54,2.13,OP2,Running
2025-05-08,19:41:44,J1144,99,634,82.47,3290,305,4,2.5,OK,None,2.71,49,1.73,OP3,Running
2025-05-08,19:42:26,J1144,114,634,73.67,5083,633,7,5.0,None,None,1.13,42,2.32,OP3,Breakdown
2025-05-08,19:42:54,J1144,115,635,78.55,6440,712,5,7.5,OK,None,2.99,40,1.15,OP2,Running
2025-05-08,19:43:26,J1144,57,636,70.39,7366,763,2,10.0,OK,None,4.87,63,1.85,OP3,Running
2025-05-08,19:43:53,J1145,117,637,92.83,3808,941,7,12.5,OK,None,1.23,40,2.36,OP3,Running
2025-05-08,19:45:00,J1145,151,638,87.09,6952,1080,2,15.0,OK,None,4.39,37,0.93,OP2,Running
2025-05-08,19:45:32,J1145,75,639,82.04,5641,447,7,17.5,OK,None,3.3,41,1.4,OP1,Running
2025-05-08,19:45:51,J1145,155,639,77.51,3284,339,3,20.0,None,None,4.96,52,0.46,OP3,Breakdown
2025-05-08,19:46:27,J1145,55,640,83.95,4958,630,8,22.5,OK,None,3.44,35,2.48,OP1,Running
2025-05-08,19:47:05,J1146,108,641,78.74,3400,719,10,25.0,OK,None,3.54,45,0.22,OP3,Running
2025-05-08,19:48:07,J1146,116,642,78.12,5848,506,2,27.5,OK,None,2.75,45,2.44,OP1,Running
2025-05-08,19:48:21,J1146,118,643,74.67,5521,384,3,30.0,OK,None,2.88,58,0.21,OP3,Running
2025-05-08,19:48:58,J1146,144,643,71.92,4306,741,7,32.5,None,None,4.93,56,1.67,OP3,Idle
2025-05-08,19:49:48,J1146,127,643,72.73,5632,621,3,35.0,None,None,3.28,49,2.5,OP1,Idle
2025-05-08,19:50:25,J1147,148,643,84.16,7283,1068,1,37.5,None,None,2.87,40,2.46,OP2,Breakdown
2025-05-08,19:51:13,J1147,158,643,85.87,3171,934,6,40.0,None,None,1.93,43,0.61,OP2,Idle
2025-05-08,19:51:57,J1147,81,644,86.07,5520,903,6,42.5,OK,None,3.44,44,1.0,OP3,Running
2025-05-08,19:52:11,J1147,126,645,76.09,6685,835,3,45.0,OK,None,3.12,62,2.11,OP3,Running
2025-05-08,19:53:11,J1147,117,646,73.62,4242,737,8,47.5,OK,None,2.75,50,2.16,OP2,Running
2025-05-08,19:53:23,J1148,143,647,68.67,3806,523,10,50.0,OK,None,3.05,51,2.06,OP3,Running
2025-05-08,19:54:01,J1148,128,648,85.03,5119,742,4,52.5,OK,None,4.47,59,1.46,OP1,Running
2025-05-08,19:54:55,J1148,124,649,73.73,6524,329,8,55.0,OK,None,4.08,63,1.49,OP1,Running
2025-05-08,19:55:19,J1148,45,650,68.62,7448,664,6,57.5,OK,None,2.12,42,0.55,OP3,Running
2025-05-08,19:56:11,J1148,106,651,88.35,6224,1165,1,60.0,OK,None,4.46,47,0.29,OP1,Running
2025-05-08,19:56:59,J1149,46,652,87.81,7373,401,6,62.5,OK,None,4.7,35,2.37,OP2,Running
2025-05-08,19:57:38,J1149,52,653,87.38,3280,363,9,65.0,OK,None,3.27,63,0.35,OP1,Running
2025-05-08,19:58:14,J1149,47,654,65.18,5154,1004,7,67.5,OK,None,4.26,61,2.1,OP2,Running
2025-05-09,18:00:27,J1149,156,655,94.48,5281,401,7,70.0,OK,None,1.19,46,1.44,OP3,Running
2025-05-09,18:00:57,J1149,144,656,80.36,5537,1147,6,72.5,OK,None,3.64,46,2.44,OP1,Running
2025-05-09,18:01:34,J1150,70,656,68.24,6763,579,9,75.0,None,None,3.45,49,0.26,OP3,Breakdown
2025-05-09,18:02:16,J1150,141,657,90.45,3035,812,5,77.5,OK,None,1.44,55,0.63,OP3,Running
2025-05-09,18:02:32,J1150,79,658,83.95,6173,924,3,80.0,OK,None,4.0,42,1.37,OP2,Running
2025-05-09,18:03:39,J1150,159,658,66.18,3360,1028,3,82.5,None,None,1.82,39,1.51,OP3,Breakdown
2025-05-09,18:04:13,J1150,72,659,94.53,5253,908,7,85.0,OK,None,2.54,62,2.34,OP2,Running
2025-05-09,18:04:30,J1151,81,659,74.24,4117,900,6,87.5,None,None,0.57,52,0.79,OP1,Breakdown
2025-05-09,18:05:15,J1151,151,660,76.64,7400,950,8,90.0,OK,None,4.66,54,2.42,OP3,Running
2025-05-09,18:05:56,J1151,129,661,68.84,6182,1176,7,92.5,OK,None,1.04,45,2.34,OP2,Running
2025-05-09,18:06:48,J1151,136,662,94.02,6006,1159,2,95.0,OK,None,2.28,63,1.96,OP2,Running
2025-05-09,18:07:23,J1151,85,663,66.7,5894,868,6,97.5,OK,None,2.0,41,1.64,OP2,Running
2025-05-09,18:07:55,J1152,133,663,93.08,5936,931,9,0.0,None,None,2.06,37,1.66,OP3,Breakdown
2025-05-09,18:08:20,J1152,92,664,65.58,4074,543,9,2.5,OK,None,0.99,37,1.39,OP2,Running
2025-05-09,18:08:54,J1152,52,665,81.67,6521,999,10,5.0,OK,None,1.81,47,0.26,OP2,Running
2025-05-09,18:09:52,J1152,123,665,75.03,3976,518,5,7.5,None,None,1.69,44,0.29,OP2,Breakdown
2025-05-09,18:10:26,J1152,130,666,73.87,7085,1185,1,10.0,OK,None,2.61,48,0.3,OP3,Running
2025-05-09,18:11:10,J1153,80,666,88.43,3725,658,5,12.5,None,None,2.05,49,0.34,OP2,Breakdown
2025-05-09,18:11:34,J1153,134,667,73.87,7251,946,7,15.0,OK,None,4.6,42,2.47,OP1,Running
2025-05-09,18:12:10,J1153,109,667,72.33,7238,1129,4,17.5,None,None,4.31,41,1.92,OP1,Idle
2025-05-09,18:13:08,J1153,45,668,84.01,5686,1110,8,20.0,OK,None,2.69,43,1.26,OP1,Running
2025-05-09,18:13:39,J1153,105,669,87.73,5074,761,7,22.5,OK,None,1.67,43,1.43,OP3,Running
2025-05-09,18:14:14,J1154,90,670,90.14,7124,641,7,25.0,OK,None,2.19,41,1.75,OP1,Running
2025-05-09,18:14:40,J1154,150,671,86.26,7234,699,8,27.5,OK,None,0.8,58,2.42,OP2,Running
2025-05-09,18:15:36,J1154,155,672,84.08,3199,370,6,30.0,OK,None,2.92,50,1.86,OP2,Running
