Timestamp,Mode,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Wear (%),Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Part Status,Machine Status,Confidence,Defect Types
2025-06-19 12:29:37,batch,45,1181,73.21,5046,995,47.5,1.59,53,1.85,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:37,batch,81,1182,89.87,5509,1183,50.0,4.85,48,1.55,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:37,batch,63,1183,74.53,7125,1093,52.5,3.96,58,1.38,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:37,batch,58,1184,91.31,5533,751,55.0,4.35,51,1.95,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:37,batch,75,1185,70.86,4577,450,57.5,2.48,42,1.64,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:37,batch,120,1186,86.52,6175,880,60.0,2.21,38,2.38,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:37,batch,115,1186,91.83,3677,1175,62.5,3.38,62,1.64,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:37,batch,79,1187,76.51,4236,352,65.0,3.68,57,0.82,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:37,batch,89,1187,89.61,7060,880,67.5,1.66,61,1.95,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:37,batch,67,1187,65.78,6539,686,70.0,4.5,41,1.51,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:37,batch,49,1188,92.92,4905,470,72.5,0.65,49,1.46,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:37,batch,137,1189,75.33,5551,504,75.0,0.94,57,0.54,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:37,batch,66,1190,91.08,6984,478,77.5,4.9,41,0.87,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:37,batch,90,1191,89.9,4963,1107,80.0,2.49,38,0.52,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,126,1192,92.38,5074,826,82.5,1.14,47,1.36,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,60,1193,66.98,3628,1018,85.0,1.23,38,1.66,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,157,1194,80.36,3362,543,87.5,1.91,61,1.98,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,91,1195,91.48,3752,457,90.0,3.97,37,2.39,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,62,1196,81.94,4742,347,92.5,1.35,36,2.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,140,1197,66.56,4411,641,95.0,1.14,63,1.64,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,129,1198,70.22,5693,578,97.5,4.13,36,0.87,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1199,80.92,5445,1171,0.0,3.97,55,1.06,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,116,1200,71.91,7278,806,2.5,3.82,60,1.3,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,149,1201,85.95,5104,827,5.0,4.46,61,1.58,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,59,1202,68.12,5960,767,7.5,3.12,43,1.25,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,152,1202,81.58,3121,691,10.0,2.0,57,0.82,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,121,1203,69.42,5051,393,12.5,1.88,46,1.79,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,113,1204,87.18,3153,309,15.0,1.92,41,1.24,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,94,1205,77.26,7310,683,17.5,1.87,44,0.28,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,107,1206,91.0,4483,673,20.0,3.03,35,0.72,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,66,1206,67.99,3391,716,22.5,2.52,49,1.33,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,147,1207,81.88,4263,536,25.0,4.18,62,0.86,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,149,1208,79.19,6738,711,27.5,1.17,63,0.8,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,57,1209,66.4,5243,836,30.0,4.48,46,2.35,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,85,1210,77.6,5709,998,32.5,1.13,42,1.77,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,116,1210,67.46,5584,952,35.0,3.16,64,1.95,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1211,80.11,5078,581,37.5,2.15,36,1.18,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,154,1212,65.33,4391,374,40.0,1.56,53,0.34,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,126,1212,69.72,4280,768,42.5,0.79,45,0.51,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,156,1213,88.51,6500,623,45.0,2.27,57,1.58,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,132,1214,71.33,5830,409,47.5,1.45,39,0.89,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,57,1215,71.23,7442,1078,50.0,4.82,42,1.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,143,1216,90.45,5798,688,52.5,2.89,54,0.36,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,92,1217,88.06,6690,614,55.0,1.33,37,1.6,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,86,1218,81.58,6295,707,57.5,4.55,63,0.56,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,110,1219,65.4,5392,647,60.0,2.11,60,0.38,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,100,1220,83.55,4732,667,62.5,1.75,35,0.45,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,152,1221,88.83,6713,659,65.0,1.7,49,0.92,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,119,1222,79.1,7201,596,67.5,1.92,38,2.31,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,67,1223,85.38,6923,543,70.0,0.54,60,0.78,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1224,67.8,7165,764,72.5,0.98,62,0.58,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,80,1225,84.55,7423,433,75.0,2.15,51,1.93,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,93,1226,82.02,3869,905,77.5,4.16,50,0.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1227,86.63,4271,786,80.0,1.83,49,0.61,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,115,1228,77.16,7332,542,82.5,3.48,47,2.27,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,89,1229,82.37,4091,1160,85.0,2.65,48,0.7,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,60,1230,68.52,7444,1170,87.5,3.62,55,1.52,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,130,1231,94.11,3847,655,90.0,3.26,64,1.39,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,152,1232,65.03,4902,987,92.5,1.97,38,1.99,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,103,1233,92.15,5777,1109,95.0,3.57,63,1.18,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,99,1234,70.04,6460,530,97.5,0.73,60,1.39,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,104,1234,87.17,5913,657,0.0,4.94,36,1.75,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,48,1235,93.23,3434,700,2.5,0.86,37,1.68,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,88,1236,79.92,4079,564,5.0,1.34,56,2.33,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,60,1237,72.72,6597,986,7.5,3.46,61,1.7,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,75,1238,77.27,6123,585,10.0,3.76,55,1.18,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,62,1238,93.73,6821,426,12.5,1.89,53,0.71,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,116,1239,70.21,3982,1184,15.0,1.37,55,0.61,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,98,1240,74.26,3477,392,17.5,1.36,59,2.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,143,1241,74.32,6251,1189,20.0,2.87,45,1.33,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,93,1242,94.9,5708,323,22.5,2.26,52,0.6,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,142,1243,89.3,6731,381,25.0,1.48,53,1.51,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,150,1244,82.4,4671,837,27.5,3.14,42,0.2,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,132,1245,73.33,5962,1137,30.0,4.5,59,0.26,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,93,1246,89.75,4374,845,32.5,3.32,53,2.01,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,65,1247,75.12,5680,673,35.0,3.74,48,0.2,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,79,1248,86.25,7132,839,37.5,3.94,41,0.32,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,123,1248,72.68,6979,404,40.0,1.41,63,2.03,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,156,1249,85.64,3781,892,42.5,4.94,64,0.44,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,64,1250,90.06,5608,1180,45.0,4.61,38,1.34,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,135,1250,69.97,6196,1159,47.5,2.29,60,0.58,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,121,1251,77.32,7058,675,50.0,1.4,49,1.94,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,141,1252,65.19,3985,674,52.5,4.56,46,1.77,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,110,1253,78.0,4517,1177,55.0,3.4,61,1.77,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,159,1254,73.36,5071,920,57.5,0.72,50,2.31,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1255,90.84,3309,697,60.0,4.3,40,0.3,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,75,1256,82.94,3770,522,62.5,2.94,35,0.57,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,99,1257,86.94,3507,658,65.0,2.88,35,0.92,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,85,1258,87.13,6442,428,67.5,2.02,39,0.55,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,146,1259,94.62,4667,750,70.0,4.73,49,1.48,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,141,1260,65.7,3509,854,72.5,1.02,42,1.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,145,1261,65.65,5245,879,75.0,4.09,41,2.43,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,76,1262,71.0,5690,1143,77.5,4.46,60,2.23,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,140,1263,88.65,5818,1095,80.0,2.36,64,1.66,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1264,88.68,6326,480,82.5,3.09,48,0.27,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,100,1265,73.51,6288,665,85.0,4.63,59,1.65,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,145,1266,92.8,5685,697,87.5,1.25,52,2.06,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,100,1267,78.94,6569,1108,90.0,2.65,64,1.19,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,104,1268,87.52,5328,425,92.5,0.61,63,1.39,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,79,1269,68.09,3162,1122,95.0,4.89,60,1.24,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,85,1270,87.76,5098,478,97.5,3.4,58,1.72,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,80,1271,86.04,4806,983,0.0,4.37,49,2.01,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,94,1272,90.14,4752,449,2.5,1.18,43,2.01,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,124,1273,82.26,4682,1001,5.0,3.47,45,2.34,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,146,1274,74.96,5214,919,7.5,4.06,63,0.51,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,89,1275,94.59,5609,1198,10.0,3.08,54,1.72,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,103,1276,82.95,3440,619,12.5,4.54,35,1.76,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,119,1277,72.95,3232,1040,15.0,0.57,61,1.86,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,115,1278,69.66,4373,1037,17.5,2.58,37,1.64,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,158,1279,80.63,5315,875,20.0,4.03,46,1.15,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,126,1280,94.69,5818,591,22.5,3.33,62,1.99,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,125,1281,71.76,4378,560,25.0,1.39,38,1.93,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,143,1282,84.38,5385,1096,27.5,1.09,36,0.37,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,151,1282,65.16,7176,951,30.0,0.82,46,0.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,70,1283,66.61,6141,817,32.5,2.33,38,0.22,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,76,1284,65.67,3253,575,35.0,3.99,60,1.66,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,80,1285,66.0,5578,1152,37.5,1.17,59,2.27,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,104,1286,67.59,5158,406,40.0,4.84,39,1.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,125,1287,87.1,7259,718,42.5,3.08,63,2.24,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,82,1288,66.84,5956,727,45.0,1.36,38,1.0,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,130,1289,86.85,5426,856,47.5,4.57,60,0.88,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,103,1290,70.3,4196,611,50.0,0.71,35,1.08,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,153,1291,71.38,5168,1096,52.5,4.01,63,0.66,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,107,1292,82.44,3494,972,55.0,1.24,57,1.72,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,87,1293,84.32,4246,874,57.5,4.8,35,2.22,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,58,1294,75.65,7420,660,60.0,3.11,59,1.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,61,1295,91.87,4098,473,62.5,0.98,59,0.54,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,134,1296,93.96,4602,631,65.0,2.45,57,1.1,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,47,1297,91.11,6583,1123,67.5,1.45,56,1.4,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,46,1298,86.44,6708,960,70.0,2.94,37,0.8,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,159,1299,73.14,3804,1048,72.5,4.24,41,1.57,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,102,1300,76.66,4668,624,75.0,1.96,62,1.48,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,47,1301,85.32,6564,562,77.5,1.99,52,2.33,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,48,1302,85.02,4536,864,80.0,3.18,49,2.08,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,156,1303,74.71,5594,511,82.5,1.89,53,1.98,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,67,1304,66.27,4592,1158,85.0,1.92,36,1.87,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,78,1305,81.03,7058,923,87.5,4.8,38,1.6,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,74,1306,73.45,4745,974,90.0,0.78,38,0.34,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,105,1307,87.38,6923,406,92.5,0.79,48,2.05,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,158,1308,86.26,3263,498,95.0,4.83,46,1.29,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,51,1308,87.72,4143,431,97.5,4.04,44,0.74,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:38,batch,72,1308,85.57,4846,553,0.0,0.68,39,0.31,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,118,1309,89.68,6082,699,2.5,3.11,37,2.16,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,106,1310,85.13,5611,1199,5.0,2.71,64,1.54,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,79,1311,83.38,3442,672,7.5,3.15,41,2.25,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,95,1311,68.07,4071,321,10.0,3.09,62,1.21,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:38,batch,110,1312,68.18,5831,529,12.5,2.88,36,1.64,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,45,1313,87.77,4050,1046,15.0,1.35,46,1.25,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:38,batch,109,1314,90.76,6982,789,17.5,2.19,58,2.17,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:38,batch,152,1315,87.51,4921,986,20.0,4.6,55,0.26,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
